string_id,pfaf_id,gid_1,aqid,bws_score,bwd_score,iav_score,sev_score,gtd_score,rfr_score,cfr_score,drr_score,ucw_score,cep_score,udw_score,usa_score,rri_score,w_awr_def_qan_score,w_awr_def_qal_score,w_awr_def_rrr_score,w_awr_def_tot_score,w_awr_agr_qan_score,w_awr_agr_qal_score,w_awr_agr_rrr_score,w_awr_agr_tot_score,w_awr_che_qan_score,w_awr_che_qal_score,w_awr_che_rrr_score,w_awr_che_tot_score,w_awr_con_qan_score,w_awr_con_qal_score,w_awr_con_rrr_score,w_awr_con_tot_score,w_awr_elp_qan_score,w_awr_elp_qal_score,w_awr_elp_rrr_score,w_awr_elp_tot_score,w_awr_fnb_qan_score,w_awr_fnb_qal_score,w_awr_fnb_rrr_score,w_awr_fnb_tot_score,w_awr_min_qan_score,w_awr_min_qal_score,w_awr_min_rrr_score,w_awr_min_tot_score,w_awr_ong_qan_score,w_awr_ong_qal_score,w_awr_ong_rrr_score,w_awr_ong_tot_score,w_awr_smc_qan_score,w_awr_smc_qal_score,w_awr_smc_rrr_score,w_awr_smc_tot_score,w_awr_tex_qan_score,w_awr_tex_qal_score,w_awr_tex_rrr_score,w_awr_tex_tot_score
444038-MYS.9_1-2171,444038,MYS.9_1,2171,0.0,0.0930214821767812,1.32667723630117,1.81467245116282,,1.09823633374,0.0,2.54423901215883,5.0,0.982179319489424,2.41406227184,0.0,1.96,0.863163719829511,3.81426932343625,1.911681910084,1.34081585224548,1.54367088142682,1.45092645511838,1.87545100037816,1.22102605118358,1.20970922781683,4.61861152299516,2.04996740882529,1.50089181291666,0.931564438052653,3.81426932171653,1.97327445748935,1.29866579194226,1.32653761174219,1.45092648810512,2.04996740882529,0.903798329381484,0.910302965062128,3.07724564982693,2.1378481503718,1.47299099847391,1.74380684330556,3.8142693354743,2.04996740882529,1.38206349335714,0.655083425223527,5.0,2.04996740882529,1.14414731008545,1.13770005579538,3.8142693354743,2.13784815060249,2.49836726380812,0.88085505033187,4.31350076670022,2.13784815198661,2.31354536091774
444039-MYS.16_1-2171,444039,MYS.16_1,2171,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.16_1-2244,444039,MYS.16_1,2244,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.16_1-2266,444039,MYS.16_1,2266,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.16_1-2273,444039,MYS.16_1,2273,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.16_1-2283,444039,MYS.16_1,2283,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.16_1-None,444039,MYS.16_1,-9999,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.3_1-2171,444039,MYS.3_1,2171,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.3_1-2217,444039,MYS.3_1,2217,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.3_1-2244,444039,MYS.3_1,2244,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.3_1-None,444039,MYS.3_1,-9999,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.8_1-2171,444039,MYS.8_1,2171,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.8_1-2283,444039,MYS.8_1,2283,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444039-MYS.8_1-None,444039,MYS.8_1,-9999,0.0,0.207983816690339,0.864093339530603,2.130684811453,,3.34326530167,1.34364183757,2.42087033299158,5.0,1.08727537503933,2.54720208085,0.0,1.96,1.51736233290132,3.85282668525018,1.96613581968159,1.67484084246919,2.00663205972682,1.56334989247445,1.93310808120141,1.44638949928801,3.11255896996881,4.6285876836436,2.08104552086502,2.60472703312143,2.07814348219758,3.85282668357544,2.01695654982061,1.82861690390426,2.44842331904972,1.56334992459834,2.08104552086502,1.57371670747862,1.19640584304685,3.1350816920755,2.16115673454436,1.63969921097278,3.22292626464111,3.85282669697335,2.08104552086502,2.20602043416131,2.5441775369432,5.0,2.08104552086502,1.79870752587948,2.15758066536331,3.85282669697335,2.16115673475466,2.91344067184076,2.09528634508304,4.33145785520539,2.16115673601641,2.77335391070047
444040-MYS.15_1-2171,444040,MYS.15_1,2171,0.0,0.103712718042212,1.44730861804992,1.18863378750304,,2.43209749185,0.0461606795275,2.61527017690751,5.0,0.975097766398322,2.96589225701,0.0,1.96,1.00495995724836,3.8116712620408,2.10454070533222,1.53705949957154,1.81686371738688,1.44335117043091,2.08707307692669,1.39683168916048,2.071457244756,4.6179393121219,2.17877812466994,1.93341694288226,1.28362991995414,3.81167126031805,2.13423567405813,1.54474143334798,1.59535939100967,1.44335120347579,2.17877812466994,0.99744315927992,0.985661943280367,3.07334855776559,2.23445618784701,1.57239642803021,2.39180489604281,3.81167127410007,2.17877812466994,1.79082157154651,0.868138196026026,5.0,2.17877812466994,1.42741951509028,1.43390410563837,3.81167127410007,2.23445618799317,2.65884027752515,1.14688638407553,4.31229078717296,2.23445618887009,2.53173783176592
444040-MYS.16_1-2171,444040,MYS.16_1,2171,0.0,0.103712718042212,1.44730861804992,1.18863378750304,,2.43209749185,0.0461606795275,2.61527017690751,5.0,0.975097766398322,2.96589225701,0.0,1.96,1.00495995724836,3.8116712620408,2.10454070533222,1.53705949957154,1.81686371738688,1.44335117043091,2.08707307692669,1.39683168916048,2.071457244756,4.6179393121219,2.17877812466994,1.93341694288226,1.28362991995414,3.81167126031805,2.13423567405813,1.54474143334798,1.59535939100967,1.44335120347579,2.17877812466994,0.99744315927992,0.985661943280367,3.07334855776559,2.23445618784701,1.57239642803021,2.39180489604281,3.81167127410007,2.17877812466994,1.79082157154651,0.868138196026026,5.0,2.17877812466994,1.42741951509028,1.43390410563837,3.81167127410007,2.23445618799317,2.65884027752515,1.14688638407553,4.31229078717296,2.23445618887009,2.53173783176592
444040-MYS.3_1-2171,444040,MYS.3_1,2171,0.0,0.103712718042212,1.44730861804992,1.18863378750304,,2.43209749185,0.0461606795275,2.61527017690751,5.0,0.975097766398322,2.96589225701,0.0,1.96,1.00495995724836,3.8116712620408,2.10454070533222,1.53705949957154,1.81686371738688,1.44335117043091,2.08707307692669,1.39683168916048,2.071457244756,4.6179393121219,2.17877812466994,1.93341694288226,1.28362991995414,3.81167126031805,2.13423567405813,1.54474143334798,1.59535939100967,1.44335120347579,2.17877812466994,0.99744315927992,0.985661943280367,3.07334855776559,2.23445618784701,1.57239642803021,2.39180489604281,3.81167127410007,2.17877812466994,1.79082157154651,0.868138196026026,5.0,2.17877812466994,1.42741951509028,1.43390410563837,3.81167127410007,2.23445618799317,2.65884027752515,1.14688638407553,4.31229078717296,2.23445618887009,2.53173783176592
444040-MYS.7_1-2171,444040,MYS.7_1,2171,0.0,0.103712718042212,1.44730861804992,1.18863378750304,,2.43209749185,0.0461606795275,2.61527017690751,5.0,0.975097766398322,2.96589225701,0.0,1.96,1.00495995724836,3.8116712620408,2.10454070533222,1.53705949957154,1.81686371738688,1.44335117043091,2.08707307692669,1.39683168916048,2.071457244756,4.6179393121219,2.17877812466994,1.93341694288226,1.28362991995414,3.81167126031805,2.13423567405813,1.54474143334798,1.59535939100967,1.44335120347579,2.17877812466994,0.99744315927992,0.985661943280367,3.07334855776559,2.23445618784701,1.57239642803021,2.39180489604281,3.81167127410007,2.17877812466994,1.79082157154651,0.868138196026026,5.0,2.17877812466994,1.42741951509028,1.43390410563837,3.81167127410007,2.23445618799317,2.65884027752515,1.14688638407553,4.31229078717296,2.23445618887009,2.53173783176592
444040-MYS.8_1-2171,444040,MYS.8_1,2171,0.0,0.103712718042212,1.44730861804992,1.18863378750304,,2.43209749185,0.0461606795275,2.61527017690751,5.0,0.975097766398322,2.96589225701,0.0,1.96,1.00495995724836,3.8116712620408,2.10454070533222,1.53705949957154,1.81686371738688,1.44335117043091,2.08707307692669,1.39683168916048,2.071457244756,4.6179393121219,2.17877812466994,1.93341694288226,1.28362991995414,3.81167126031805,2.13423567405813,1.54474143334798,1.59535939100967,1.44335120347579,2.17877812466994,0.99744315927992,0.985661943280367,3.07334855776559,2.23445618784701,1.57239642803021,2.39180489604281,3.81167127410007,2.17877812466994,1.79082157154651,0.868138196026026,5.0,2.17877812466994,1.42741951509028,1.43390410563837,3.81167127410007,2.23445618799317,2.65884027752515,1.14688638407553,4.31229078717296,2.23445618887009,2.53173783176592
444040-MYS.8_1-2283,444040,MYS.8_1,2283,0.0,0.103712718042212,1.44730861804992,1.18863378750304,,2.43209749185,0.0461606795275,2.61527017690751,5.0,0.975097766398322,2.96589225701,0.0,1.96,1.00495995724836,3.8116712620408,2.10454070533222,1.53705949957154,1.81686371738688,1.44335117043091,2.08707307692669,1.39683168916048,2.071457244756,4.6179393121219,2.17877812466994,1.93341694288226,1.28362991995414,3.81167126031805,2.13423567405813,1.54474143334798,1.59535939100967,1.44335120347579,2.17877812466994,0.99744315927992,0.985661943280367,3.07334855776559,2.23445618784701,1.57239642803021,2.39180489604281,3.81167127410007,2.17877812466994,1.79082157154651,0.868138196026026,5.0,2.17877812466994,1.42741951509028,1.43390410563837,3.81167127410007,2.23445618799317,2.65884027752515,1.14688638407553,4.31229078717296,2.23445618887009,2.53173783176592
